"GAME_ID","GAME_DATE","TEAM_ABBR","OPP_ABBR"
"201612130NYR","2016-12-13","CHI","NYR"
"201612130NYR","2016-12-13","NYR","CHI"
"201612130TOR","2016-12-13","SJS","TOR"
"201612130TOR","2016-12-13","TOR","SJS"
"201612140CGY","2016-12-14","TBL","CGY"
"201612140CGY","2016-12-14","CGY","TBL"
"201612140COL","2016-12-14","PHI","COL"
"201612140COL","2016-12-14","COL","PHI"
"201612140OTT","2016-12-14","SJS","OTT"
"201612140OTT","2016-12-14","OTT","SJS"
"201612140PIT","2016-12-14","BOS","PIT"
"201612140PIT","2016-12-14","PIT","BOS"
"201612150BOS","2016-12-15","ANA","BOS"
"201612150BOS","2016-12-15","BOS","ANA"
"201612150DAL","2016-12-15","NYR","DAL"
"201612150DAL","2016-12-15","DAL","NYR"
"201612150DET","2016-12-15","LAK","DET"
"201612150DET","2016-12-15","DET","LAK"
"201612150NSH","2016-12-15","MIN","NSH"
"201612150NSH","2016-12-15","NSH","MIN"
"201612150NYI","2016-12-15","CHI","NYI"
"201612150NYI","2016-12-15","NYI","CHI"
"201612150STL","2016-12-15","NJD","STL"
"201612150STL","2016-12-15","STL","NJD"
"201612150TOR","2016-12-15","ARI","TOR"
"201612150TOR","2016-12-15","TOR","ARI"
"201612150WPG","2016-12-15","FLA","WPG"
"201612150WPG","2016-12-15","WPG","FLA"
"201612160BUF","2016-12-16","NYI","BUF"
"201612160BUF","2016-12-16","BUF","NYI"
"201612160CAR","2016-12-16","WSH","CAR"
"201612160CAR","2016-12-16","CAR","WSH"
"201612160CGY","2016-12-16","CBJ","CGY"
"201612160CGY","2016-12-16","CGY","CBJ"
"201612160COL","2016-12-16","FLA","COL"
"201612160COL","2016-12-16","COL","FLA"
"201612160MTL","2016-12-16","SJS","MTL"
"201612160MTL","2016-12-16","MTL","SJS"
"201612160PIT","2016-12-16","LAK","PIT"
"201612160PIT","2016-12-16","PIT","LAK"
"201612160VAN","2016-12-16","TBL","VAN"
"201612160VAN","2016-12-16","VAN","TBL"
"201612170CAR","2016-12-17","BUF","CAR"
"201612170CAR","2016-12-17","CAR","BUF"
"201612170DAL","2016-12-17","PHI","DAL"
"201612170DAL","2016-12-17","DAL","PHI"
"201612170DET","2016-12-17","ANA","DET"
"201612170DET","2016-12-17","DET","ANA"
"201612170EDM","2016-12-17","TBL","EDM"
"201612170EDM","2016-12-17","EDM","TBL"
"201612170MIN","2016-12-17","ARI","MIN"
"201612170MIN","2016-12-17","MIN","ARI"
"201612170NSH","2016-12-17","NYR","NSH"
"201612170NSH","2016-12-17","NSH","NYR"
"201612170OTT","2016-12-17","NJD","OTT"
"201612170OTT","2016-12-17","OTT","NJD"
"201612170STL","2016-12-17","CHI","STL"
"201612170STL","2016-12-17","STL","CHI"
"201612170TOR","2016-12-17","PIT","TOR"
"201612170TOR","2016-12-17","TOR","PIT"
"201612170WSH","2016-12-17","MTL","WSH"
"201612170WSH","2016-12-17","WSH","MTL"
"201612180BOS","2016-12-18","LAK","BOS"
"201612180BOS","2016-12-18","BOS","LAK"
"201612180CHI","2016-12-18","SJS","CHI"
"201612180CHI","2016-12-18","CHI","SJS"
"201612180NYI","2016-12-18","OTT","NYI"
"201612180NYI","2016-12-18","NYI","OTT"
"201612180NYR","2016-12-18","NJD","NYR"
"201612180NYR","2016-12-18","NYR","NJD"
"201612180VAN","2016-12-18","CBJ","VAN"
"201612180VAN","2016-12-18","VAN","CBJ"
"201612180WPG","2016-12-18","COL","WPG"
"201612180WPG","2016-12-18","WPG","COL"
"201612190ARI","2016-12-19","CGY","ARI"
"201612190ARI","2016-12-19","ARI","CGY"
"201612190PHI","2016-12-19","NSH","PHI"
"201612190PHI","2016-12-19","PHI","NSH"
"201612190STL","2016-12-19","EDM","STL"
"201612190STL","2016-12-19","STL","EDM"
"201612190TOR","2016-12-19","ANA","TOR"
"201612190TOR","2016-12-19","TOR","ANA"
"201612200BOS","2016-12-20","NYI","BOS"
"201612200BOS","2016-12-20","BOS","NYI"
"201612200CBJ","2016-12-20","LAK","CBJ"
"201612200CBJ","2016-12-20","CBJ","LAK"
"201612200CHI","2016-12-20","OTT","CHI"
"201612200CHI","2016-12-20","CHI","OTT"
"201612200DAL","2016-12-20","STL","DAL"
"201612200DAL","2016-12-20","DAL","STL"
"201612200FLA","2016-12-20","BUF","FLA"
"201612200FLA","2016-12-20","FLA","BUF"
"201612200MIN","2016-12-20","COL","MIN"
"201612200MIN","2016-12-20","MIN","COL"
"201612200MTL","2016-12-20","ANA","MTL"
"201612200MTL","2016-12-20","MTL","ANA"
"201612200NJD","2016-12-20","NSH","NJD"
"201612200NJD","2016-12-20","NJD","NSH"
"201612200PIT","2016-12-20","NYR","PIT"
"201612200PIT","2016-12-20","PIT","NYR"
"201612200SJS","2016-12-20","CGY","SJS"
"201612200SJS","2016-12-20","SJS","CGY"
"201612200TBL","2016-12-20","DET","TBL"
"201612200TBL","2016-12-20","TBL","DET"
"201612200VAN","2016-12-20","WPG","VAN"
"201612200VAN","2016-12-20","VAN","WPG"
"201612210ARI","2016-12-21","EDM","ARI"
"201612210ARI","2016-12-21","ARI","EDM"
"201612210PHI","2016-12-21","WSH","PHI"
"201612210PHI","2016-12-21","PHI","WSH"
"201612220BUF","2016-12-22","CAR","BUF"
"201612220BUF","2016-12-22","BUF","CAR"
"201612220CBJ","2016-12-22","PIT","CBJ"
"201612220CBJ","2016-12-22","CBJ","PIT"
"201612220COL","2016-12-22","TOR","COL"
"201612220COL","2016-12-22","COL","TOR"
"201612220FLA","2016-12-22","BOS","FLA"
"201612220FLA","2016-12-22","FLA","BOS"
"201612220MTL","2016-12-22","MIN","MTL"
"201612220MTL","2016-12-22","MTL","MIN"
"201612220NJD","2016-12-22","PHI","NJD"
"201612220NJD","2016-12-22","NJD","PHI"
"201612220NSH","2016-12-22","LAK","NSH"
"201612220NSH","2016-12-22","NSH","LAK"
"201612220OTT","2016-12-22","ANA","OTT"
"201612220OTT","2016-12-22","OTT","ANA"
"201612220TBL","2016-12-22","STL","TBL"
"201612220TBL","2016-12-22","TBL","STL"
"201612220VAN","2016-12-22","WPG","VAN"
"201612220VAN","2016-12-22","VAN","WPG"
"201612230ARI","2016-12-23","TOR","ARI"
"201612230ARI","2016-12-23","ARI","TOR"
"201612230CAR","2016-12-23","BOS","CAR"
"201612230CAR","2016-12-23","CAR","BOS"
"201612230CBJ","2016-12-23","MTL","CBJ"
"201612230CBJ","2016-12-23","CBJ","MTL"
"201612230CGY","2016-12-23","VAN","CGY"
"201612230CGY","2016-12-23","CGY","VAN"
"201612230CHI","2016-12-23","COL","CHI"
"201612230CHI","2016-12-23","CHI","COL"
"201612230DAL","2016-12-23","LAK","DAL"
"201612230DAL","2016-12-23","DAL","LAK"
"201612230FLA","2016-12-23","DET","FLA"
"201612230FLA","2016-12-23","FLA","DET"
"201612230NYI","2016-12-23","BUF","NYI"
"201612230NYI","2016-12-23","NYI","BUF"
"201612230NYR","2016-12-23","MIN","NYR"
"201612230NYR","2016-12-23","NYR","MIN"
"201612230PIT","2016-12-23","NJD","PIT"
"201612230PIT","2016-12-23","PIT","NJD"
"201612230SJS","2016-12-23","EDM","SJS"
"201612230SJS","2016-12-23","SJS","EDM"
"201612230WSH","2016-12-23","TBL","WSH"
"201612230WSH","2016-12-23","WSH","TBL"
"201612270ANA","2016-12-27","SJS","ANA"
"201612270ANA","2016-12-27","ANA","SJS"
"201612270ARI","2016-12-27","DAL","ARI"
"201612270ARI","2016-12-27","ARI","DAL"
"201612270CBJ","2016-12-27","BOS","CBJ"
"201612270CBJ","2016-12-27","CBJ","BOS"
"201612270CHI","2016-12-27","WPG","CHI"
"201612270CHI","2016-12-27","CHI","WPG"
"201612270COL","2016-12-27","CGY","COL"
"201612270COL","2016-12-27","COL","CGY"
"201612270DET","2016-12-27","BUF","DET"
"201612270DET","2016-12-27","DET","BUF"
"201612270NJD","2016-12-27","PIT","NJD"
"201612270NJD","2016-12-27","NJD","PIT"
"201612270NSH","2016-12-27","MIN","NSH"
"201612270NSH","2016-12-27","NSH","MIN"
"201612270NYI","2016-12-27","WSH","NYI"
"201612270NYI","2016-12-27","NYI","WSH"
"201612270NYR","2016-12-27","OTT","NYR"
"201612270NYR","2016-12-27","NYR","OTT"
"201612280FLA","2016-12-28","TOR","FLA"
"201612280FLA","2016-12-28","FLA","TOR"
"201612280PIT","2016-12-28","CAR","PIT"
"201612280PIT","2016-12-28","PIT","CAR"
"201612280STL","2016-12-28","PHI","STL"
"201612280STL","2016-12-28","STL","PHI"
"201612280TBL","2016-12-28","MTL","TBL"
"201612280TBL","2016-12-28","TBL","MTL"
"201612280VAN","2016-12-28","LAK","VAN"
"201612280VAN","2016-12-28","VAN","LAK"
"201612290ARI","2016-12-29","NYR","ARI"
"201612290ARI","2016-12-29","ARI","NYR"
"201612290BUF","2016-12-29","BOS","BUF"
"201612290BUF","2016-12-29","BUF","BOS"
"201612290CGY","2016-12-29","ANA","CGY"
"201612290CGY","2016-12-29","CGY","ANA"
"201612290DAL","2016-12-29","COL","DAL"
"201612290DAL","2016-12-29","DAL","COL"
"201612290EDM","2016-12-29","LAK","EDM"
"201612290EDM","2016-12-29","EDM","LAK"
"201612290FLA","2016-12-29","MTL","FLA"
"201612290FLA","2016-12-29","FLA","MTL"
"201612290MIN","2016-12-29","NYI","MIN"
"201612290MIN","2016-12-29","MIN","NYI"
"201612290NSH","2016-12-29","CHI","NSH"
"201612290NSH","2016-12-29","NSH","CHI"
"201612290OTT","2016-12-29","DET","OTT"
"201612290OTT","2016-12-29","OTT","DET"
"201612290TBL","2016-12-29","TOR","TBL"
"201612290TBL","2016-12-29","TBL","TOR"
"201612290WPG","2016-12-29","CBJ","WPG"
"201612290WPG","2016-12-29","WPG","CBJ"
"201612290WSH","2016-12-29","NJD","WSH"
"201612290WSH","2016-12-29","WSH","NJD"
"201612300CAR","2016-12-30","CHI","CAR"
"201612300CAR","2016-12-30","CAR","CHI"
"201612300SJS","2016-12-30","PHI","SJS"
"201612300SJS","2016-12-30","SJS","PHI"
"201612300STL","2016-12-30","NSH","STL"
"201612300STL","2016-12-30","STL","NSH"
"201612300VAN","2016-12-30","ANA","VAN"
"201612300VAN","2016-12-30","VAN","ANA"
"201612310BOS","2016-12-31","BUF","BOS"
"201612310BOS","2016-12-31","BOS","BUF"
"201612310CGY","2016-12-31","ARI","CGY"
"201612310CGY","2016-12-31","CGY","ARI"
"201612310COL","2016-12-31","NYR","COL"
"201612310COL","2016-12-31","COL","NYR"
"201612310DAL","2016-12-31","FLA","DAL"
"201612310DAL","2016-12-31","DAL","FLA"
"201612310EDM","2016-12-31","VAN","EDM"
"201612310EDM","2016-12-31","EDM","VAN"
"201612310LAK","2016-12-31","SJS","LAK"
"201612310LAK","2016-12-31","LAK","SJS"
"201612310MIN","2016-12-31","CBJ","MIN"
"201612310MIN","2016-12-31","MIN","CBJ"
"201612310NJD","2016-12-31","WSH","NJD"
"201612310NJD","2016-12-31","NJD","WSH"
"201612310PIT","2016-12-31","MTL","PIT"
"201612310PIT","2016-12-31","PIT","MTL"
"201612310TBL","2016-12-31","CAR","TBL"
"201612310TBL","2016-12-31","TBL","CAR"
"201612310WPG","2016-12-31","NYI","WPG"
"201612310WPG","2016-12-31","WPG","NYI"
"201701010ANA","2017-01-01","PHI","ANA"
"201701010ANA","2017-01-01","ANA","PHI"
"201701010TOR","2017-01-01","DET","TOR"
"201701010TOR","2017-01-01","TOR","DET"
"201701010WSH","2017-01-01","OTT","WSH"
"201701010WSH","2017-01-01","WSH","OTT"
"201701020NJD","2017-01-02","BOS","NJD"
"201701020NJD","2017-01-02","NJD","BOS"
"201701020STL","2017-01-02","CHI","STL"
"201701020STL","2017-01-02","STL","CHI"
"201701020VAN","2017-01-02","COL","VAN"
"201701020VAN","2017-01-02","VAN","COL"
"201701030CAR","2017-01-03","NJD","CAR"
"201701030CAR","2017-01-03","CAR","NJD"
"201701030CBJ","2017-01-03","EDM","CBJ"
"201701030CBJ","2017-01-03","CBJ","EDM"
"201701030NSH","2017-01-03","MTL","NSH"
"201701030NSH","2017-01-03","NSH","MTL"
"201701030NYR","2017-01-03","BUF","NYR"
"201701030NYR","2017-01-03","NYR","BUF"
"201701030SJS","2017-01-03","LAK","SJS"
"201701030SJS","2017-01-03","SJS","LAK"
"201701030TBL","2017-01-03","WPG","TBL"
"201701030TBL","2017-01-03","TBL","WPG"
"201701030WSH","2017-01-03","TOR","WSH"
"201701030WSH","2017-01-03","WSH","TOR"
"201701040ANA","2017-01-04","DET","ANA"
"201701040ANA","2017-01-04","ANA","DET"
"201701040CGY","2017-01-04","COL","CGY"
"201701040CGY","2017-01-04","CGY","COL"
"201701040DAL","2017-01-04","MTL","DAL"
"201701040DAL","2017-01-04","DAL","MTL"
"201701040FLA","2017-01-04","WPG","FLA"
"201701040FLA","2017-01-04","FLA","WPG"
"201701040PHI","2017-01-04","NYR","PHI"
"201701040PHI","2017-01-04","PHI","NYR"
"201701040VAN","2017-01-04","ARI","VAN"
"201701040VAN","2017-01-04","VAN","ARI"
"201701050BOS","2017-01-05","EDM","BOS"
"201701050BOS","2017-01-05","BOS","EDM"
"201701050CHI","2017-01-05","BUF","CHI"
"201701050CHI","2017-01-05","CHI","BUF"
"201701050LAK","2017-01-05","DET","LAK"
"201701050LAK","2017-01-05","LAK","DET"
"201701050SJS","2017-01-05","MIN","SJS"
"201701050SJS","2017-01-05","SJS","MIN"
"201701050STL","2017-01-05","CAR","STL"
"201701050STL","2017-01-05","STL","CAR"
"201701050TBL","2017-01-05","NSH","TBL"
"201701050TBL","2017-01-05","TBL","NSH"
"201701050WSH","2017-01-05","CBJ","WSH"
"201701050WSH","2017-01-05","WSH","CBJ"
"201701060ANA","2017-01-06","ARI","ANA"
"201701060ANA","2017-01-06","ANA","ARI"
"201701060CHI","2017-01-06","CAR","CHI"
"201701060CHI","2017-01-06","CHI","CAR"
"201701060COL","2017-01-06","NYI","COL"
"201701060COL","2017-01-06","COL","NYI"
"201701060FLA","2017-01-06","NSH","FLA"
"201701060FLA","2017-01-06","FLA","NSH"
"201701060NJD","2017-01-06","TOR","NJD"
"201701060NJD","2017-01-06","NJD","TOR"
"201701060VAN","2017-01-06","CGY","VAN"
"201701060VAN","2017-01-06","VAN","CGY"
"201701070ARI","2017-01-07","NYI","ARI"
"201701070ARI","2017-01-07","ARI","NYI"
"201701070BUF","2017-01-07","WPG","BUF"
"201701070BUF","2017-01-07","BUF","WPG"
"201701070CBJ","2017-01-07","NYR","CBJ"
"201701070CBJ","2017-01-07","CBJ","NYR"
"201701070CGY","2017-01-07","VAN","CGY"
"201701070CGY","2017-01-07","CGY","VAN"
"201701070FLA","2017-01-07","BOS","FLA"
"201701070FLA","2017-01-07","FLA","BOS"
"201701070LAK","2017-01-07","MIN","LAK"
"201701070LAK","2017-01-07","LAK","MIN"
"201701070NJD","2017-01-07","EDM","NJD"
"201701070NJD","2017-01-07","NJD","EDM"
"201701070OTT","2017-01-07","WSH","OTT"
"201701070OTT","2017-01-07","OTT","WSH"
"201701070PHI","2017-01-07","TBL","PHI"
"201701070PHI","2017-01-07","PHI","TBL"
"201701070SJS","2017-01-07","DET","SJS"
"201701070SJS","2017-01-07","SJS","DET"
"201701070STL","2017-01-07","DAL","STL"
"201701070STL","2017-01-07","STL","DAL"
"201701070TOR","2017-01-07","MTL","TOR"
"201701070TOR","2017-01-07","TOR","MTL"
"201701080ANA","2017-01-08","MIN","ANA"
"201701080ANA","2017-01-08","ANA","MIN"
"201701080CAR","2017-01-08","BOS","CAR"
"201701080CAR","2017-01-08","CAR","BOS"
"201701080CBJ","2017-01-08","PHI","CBJ"
"201701080CBJ","2017-01-08","CBJ","PHI"
"201701080CHI","2017-01-08","NSH","CHI"
"201701080CHI","2017-01-08","CHI","NSH"
"201701080OTT","2017-01-08","EDM","OTT"
"201701080OTT","2017-01-08","OTT","EDM"
"201701080PIT","2017-01-08","TBL","PIT"
"201701080PIT","2017-01-08","PIT","TBL"
"201701090LAK","2017-01-09","DAL","LAK"
"201701090LAK","2017-01-09","LAK","DAL"
"201701090MTL","2017-01-09","WSH","MTL"
"201701090MTL","2017-01-09","MTL","WSH"
"201701090NJD","2017-01-09","FLA","NJD"
"201701090NJD","2017-01-09","NJD","FLA"
"201701090WPG","2017-01-09","CGY","WPG"
"201701090WPG","2017-01-09","WPG","CGY"
"201701100ANA","2017-01-10","DAL","ANA"
"201701100ANA","2017-01-10","ANA","DAL"
"201701100BUF","2017-01-10","PHI","BUF"
"201701100BUF","2017-01-10","BUF","PHI"
"201701100CAR","2017-01-10","CBJ","CAR"
"201701100CAR","2017-01-10","CAR","CBJ"
"201701100CHI","2017-01-10","DET","CHI"
"201701100CHI","2017-01-10","CHI","DET"
"201701100EDM","2017-01-10","SJS","EDM"
"201701100EDM","2017-01-10","EDM","SJS"
"201701100NSH","2017-01-10","VAN","NSH"
"201701100NSH","2017-01-10","NSH","VAN"
"201701100STL","2017-01-10","BOS","STL"
"201701100STL","2017-01-10","STL","BOS"
"201701110CGY","2017-01-11","SJS","CGY"
"201701110CGY","2017-01-11","CGY","SJS"
"201701110NYI","2017-01-11","FLA","NYI"
"201701110NYI","2017-01-11","NYI","FLA"
"201701110WPG","2017-01-11","MTL","WPG"
"201701110WPG","2017-01-11","WPG","MTL"
"201701110WSH","2017-01-11","PIT","WSH"
"201701110WSH","2017-01-11","WSH","PIT"
"201701120COL","2017-01-12","ANA","COL"
"201701120COL","2017-01-12","COL","ANA"
"201701120DAL","2017-01-12","DET","DAL"
"201701120DAL","2017-01-12","DAL","DET"
"201701120EDM","2017-01-12","NJD","EDM"
"201701120EDM","2017-01-12","EDM","NJD"
"201701120LAK","2017-01-12","STL","LAK"
"201701120LAK","2017-01-12","LAK","STL"
"201701120MIN","2017-01-12","MTL","MIN"
"201701120MIN","2017-01-12","MIN","MTL"
"201701120NSH","2017-01-12","BOS","NSH"
"201701120NSH","2017-01-12","NSH","BOS"
"201701120OTT","2017-01-12","PIT","OTT"
"201701120OTT","2017-01-12","OTT","PIT"
"201701120PHI","2017-01-12","VAN","PHI"
"201701120PHI","2017-01-12","PHI","VAN"
"201701120TBL","2017-01-12","BUF","TBL"
"201701120TBL","2017-01-12","TBL","BUF"
"201701130ARI","2017-01-13","WPG","ARI"
"201701130ARI","2017-01-13","ARI","WPG"
"201701130CAR","2017-01-13","BUF","CAR"
"201701130CAR","2017-01-13","CAR","BUF"
"201701130CGY","2017-01-13","NJD","CGY"
"201701130CGY","2017-01-13","CGY","NJD"
"201701130FLA","2017-01-13","NYI","FLA"
"201701130FLA","2017-01-13","FLA","NYI"
"201701130NYR","2017-01-13","TOR","NYR"
"201701130NYR","2017-01-13","NYR","TOR"
"201701130TBL","2017-01-13","CBJ","TBL"
"201701130TBL","2017-01-13","TBL","CBJ"
"201701130WSH","2017-01-13","CHI","WSH"
"201701130WSH","2017-01-13","WSH","CHI"
"201701140ARI","2017-01-14","ANA","ARI"
"201701140ARI","2017-01-14","ARI","ANA"
"201701140BOS","2017-01-14","PHI","BOS"
"201701140BOS","2017-01-14","BOS","PHI"
"201701140CAR","2017-01-14","NYI","CAR"
"201701140CAR","2017-01-14","CAR","NYI"
"201701140COL","2017-01-14","NSH","COL"
"201701140COL","2017-01-14","COL","NSH"
"201701140DAL","2017-01-14","MIN","DAL"
"201701140DAL","2017-01-14","DAL","MIN"
"201701140DET","2017-01-14","PIT","DET"
"201701140DET","2017-01-14","DET","PIT"
"201701140EDM","2017-01-14","CGY","EDM"
"201701140EDM","2017-01-14","EDM","CGY"
"201701140FLA","2017-01-14","CBJ","FLA"
"201701140FLA","2017-01-14","FLA","CBJ"
"201701140LAK","2017-01-14","WPG","LAK"
"201701140LAK","2017-01-14","LAK","WPG"
"201701140MTL","2017-01-14","NYR","MTL"
"201701140MTL","2017-01-14","MTL","NYR"
"201701140OTT","2017-01-14","TOR","OTT"
"201701140OTT","2017-01-14","OTT","TOR"
"201701140SJS","2017-01-14","STL","SJS"
"201701140SJS","2017-01-14","SJS","STL"
"201701150ANA","2017-01-15","STL","ANA"
"201701150ANA","2017-01-15","ANA","STL"
"201701150CHI","2017-01-15","MIN","CHI"
"201701150CHI","2017-01-15","CHI","MIN"
"201701150VAN","2017-01-15","NJD","VAN"
"201701150VAN","2017-01-15","VAN","NJD"
"201701150WSH","2017-01-15","PHI","WSH"
"201701150WSH","2017-01-15","WSH","PHI"
"201701160BOS","2017-01-16","NYI","BOS"
"201701160BOS","2017-01-16","BOS","NYI"
"201701160BUF","2017-01-16","DAL","BUF"
"201701160BUF","2017-01-16","BUF","DAL"
"201701160DET","2017-01-16","MTL","DET"
"201701160DET","2017-01-16","DET","MTL"
"201701160EDM","2017-01-16","ARI","EDM"
"201701160EDM","2017-01-16","EDM","ARI"
"201701160LAK","2017-01-16","TBL","LAK"
"201701160LAK","2017-01-16","LAK","TBL"
"201701160PIT","2017-01-16","WSH","PIT"
"201701160PIT","2017-01-16","PIT","WSH"
"201701160SJS","2017-01-16","WPG","SJS"
"201701160SJS","2017-01-16","SJS","WPG"
"201701170ANA","2017-01-17","TBL","ANA"
"201701170ANA","2017-01-17","ANA","TBL"
"201701170CBJ","2017-01-17","CAR","CBJ"
"201701170CBJ","2017-01-17","CBJ","CAR"
"201701170CGY","2017-01-17","FLA","CGY"
"201701170CGY","2017-01-17","CGY","FLA"
"201701170COL","2017-01-17","CHI","COL"
"201701170COL","2017-01-17","COL","CHI"
"201701170MIN","2017-01-17","NJD","MIN"
"201701170MIN","2017-01-17","MIN","NJD"
"201701170NYR","2017-01-17","DAL","NYR"
"201701170NYR","2017-01-17","NYR","DAL"
"201701170STL","2017-01-17","OTT","STL"
"201701170STL","2017-01-17","STL","OTT"
"201701170TOR","2017-01-17","BUF","TOR"
"201701170TOR","2017-01-17","TOR","BUF"
"201701170VAN","2017-01-17","NSH","VAN"
"201701170VAN","2017-01-17","VAN","NSH"
"201701180DET","2017-01-18","BOS","DET"
"201701180DET","2017-01-18","DET","BOS"
"201701180EDM","2017-01-18","FLA","EDM"
"201701180EDM","2017-01-18","EDM","FLA"
"201701180LAK","2017-01-18","SJS","LAK"
"201701180LAK","2017-01-18","LAK","SJS"
"201701180MTL","2017-01-18","PIT","MTL"
"201701180MTL","2017-01-18","MTL","PIT"
"201701180WPG","2017-01-18","ARI","WPG"
"201701180WPG","2017-01-18","WPG","ARI"
"201701190ANA","2017-01-19","COL","ANA"
"201701190ANA","2017-01-19","ANA","COL"
"201701190CBJ","2017-01-19","OTT","CBJ"
"201701190CBJ","2017-01-19","CBJ","OTT"
"201701190CGY","2017-01-19","NSH","CGY"
"201701190CGY","2017-01-19","CGY","NSH"
"201701190MIN","2017-01-19","ARI","MIN"
"201701190MIN","2017-01-19","MIN","ARI"
"201701190NYI","2017-01-19","DAL","NYI"
"201701190NYI","2017-01-19","NYI","DAL"
"201701190SJS","2017-01-19","TBL","SJS"
"201701190SJS","2017-01-19","SJS","TBL"
"201701190STL","2017-01-19","WSH","STL"
"201701190STL","2017-01-19","STL","WSH"
"201701190TOR","2017-01-19","NYR","TOR"
"201701190TOR","2017-01-19","TOR","NYR"
"201701200BOS","2017-01-20","CHI","BOS"
"201701200BOS","2017-01-20","BOS","CHI"
"201701200BUF","2017-01-20","DET","BUF"
"201701200BUF","2017-01-20","BUF","DET"
"201701200CAR","2017-01-20","PIT","CAR"
"201701200CAR","2017-01-20","CAR","PIT"
"201701200EDM","2017-01-20","NSH","EDM"
"201701200EDM","2017-01-20","EDM","NSH"
"201701200NJD","2017-01-20","MTL","NJD"
"201701200NJD","2017-01-20","NJD","MTL"
"201701200VAN","2017-01-20","FLA","VAN"
"201701200VAN","2017-01-20","VAN","FLA"
"201701210ARI","2017-01-21","TBL","ARI"
"201701210ARI","2017-01-21","ARI","TBL"
"201701210CBJ","2017-01-21","CAR","CBJ"
"201701210CBJ","2017-01-21","CBJ","CAR"
"201701210CGY","2017-01-21","EDM","CGY"
"201701210CGY","2017-01-21","CGY","EDM"
"201701210DAL","2017-01-21","WSH","DAL"
"201701210DAL","2017-01-21","DAL","WSH"
"201701210MIN","2017-01-21","ANA","MIN"
"201701210MIN","2017-01-21","MIN","ANA"
"201701210MTL","2017-01-21","BUF","MTL"
"201701210MTL","2017-01-21","MTL","BUF"
"201701210NYI","2017-01-21","LAK","NYI"
"201701210NYI","2017-01-21","NYI","LAK"
"201701210PHI","2017-01-21","NJD","PHI"
"201701210PHI","2017-01-21","PHI","NJD"
"201701210SJS","2017-01-21","COL","SJS"
"201701210SJS","2017-01-21","SJS","COL"
"201701210TOR","2017-01-21","OTT","TOR"
"201701210TOR","2017-01-21","TOR","OTT"
"201701210WPG","2017-01-21","STL","WPG"
"201701210WPG","2017-01-21","WPG","STL"
"201701220CHI","2017-01-22","VAN","CHI"
"201701220CHI","2017-01-22","CHI","VAN"
"201701220DET","2017-01-22","NYR","DET"
"201701220DET","2017-01-22","DET","NYR"
"201701220MIN","2017-01-22","NSH","MIN"
"201701220MIN","2017-01-22","MIN","NSH"
"201701220NYI","2017-01-22","PHI","NYI"
"201701220NYI","2017-01-22","NYI","PHI"
"201701220OTT","2017-01-22","CBJ","OTT"
"201701220OTT","2017-01-22","OTT","CBJ"
"201701220PIT","2017-01-22","BOS","PIT"
"201701220PIT","2017-01-22","PIT","BOS"
"201701230ARI","2017-01-23","FLA","ARI"
"201701230ARI","2017-01-23","ARI","FLA"
"201701230COL","2017-01-23","SJS","COL"
"201701230COL","2017-01-23","COL","SJS"
"201701230NYR","2017-01-23","LAK","NYR"
"201701230NYR","2017-01-23","NYR","LAK"
"201701230TOR","2017-01-23","CGY","TOR"
"201701230TOR","2017-01-23","TOR","CGY"
"201701230WPG","2017-01-23","ANA","WPG"
"201701230WPG","2017-01-23","WPG","ANA"
"201701230WSH","2017-01-23","CAR","WSH"
"201701230WSH","2017-01-23","WSH","CAR"
"201701240BOS","2017-01-24","DET","BOS"
"201701240BOS","2017-01-24","BOS","DET"
"201701240CHI","2017-01-24","TBL","CHI"
"201701240CHI","2017-01-24","CHI","TBL"
"201701240DAL","2017-01-24","MIN","DAL"
"201701240DAL","2017-01-24","DAL","MIN"
"201701240MTL","2017-01-24","CGY","MTL"
"201701240MTL","2017-01-24","MTL","CGY"
"201701240NJD","2017-01-24","LAK","NJD"
"201701240NJD","2017-01-24","NJD","LAK"
"201701240NSH","2017-01-24","BUF","NSH"
"201701240NSH","2017-01-24","NSH","BUF"
"201701240NYI","2017-01-24","CBJ","NYI"
"201701240NYI","2017-01-24","NYI","CBJ"
"201701240OTT","2017-01-24","WSH","OTT"
"201701240OTT","2017-01-24","OTT","WSH"
"201701240PIT","2017-01-24","STL","PIT"
"201701240PIT","2017-01-24","PIT","STL"
"201701240WPG","2017-01-24","SJS","WPG"
"201701240WPG","2017-01-24","WPG","SJS"
"201701250ANA","2017-01-25","EDM","ANA"
"201701250ANA","2017-01-25","ANA","EDM"
"201701250COL","2017-01-25","VAN","COL"
"201701250COL","2017-01-25","COL","VAN"
"201701250DET","2017-01-25","TOR","DET"
"201701250DET","2017-01-25","DET","TOR"
"201701250NYR","2017-01-25","PHI","NYR"
"201701250NYR","2017-01-25","NYR","PHI"
"201701260ARI","2017-01-26","VAN","ARI"
"201701260ARI","2017-01-26","ARI","VAN"
"201701260BOS","2017-01-26","PIT","BOS"
"201701260BOS","2017-01-26","BOS","PIT"
"201701260CAR","2017-01-26","LAK","CAR"
"201701260CAR","2017-01-26","CAR","LAK"
"201701260CHI","2017-01-26","WPG","CHI"
"201701260CHI","2017-01-26","CHI","WPG"
"201701260DAL","2017-01-26","BUF","DAL"
"201701260DAL","2017-01-26","DAL","BUF"
