"GAME_ID","GAME_DATE","TEAM_ABBR","OPP_ABBR"
"201001010BOS","2010-01-01","PHI","BOS"
"201001010BOS","2010-01-01","BOS","PHI"
"201001010BUF","2010-01-01","ATL","BUF"
"201001010BUF","2010-01-01","BUF","ATL"
"201001020CBJ","2010-01-02","COL","CBJ"
"201001020CBJ","2010-01-02","CBJ","COL"
"201001020CGY","2010-01-02","TOR","CGY"
"201001020CGY","2010-01-02","CGY","TOR"
"201001020DAL","2010-01-02","VAN","DAL"
"201001020DAL","2010-01-02","DAL","VAN"
"201001020LAK","2010-01-02","WSH","LAK"
"201001020LAK","2010-01-02","LAK","WSH"
"201001020MIN","2010-01-02","NJD","MIN"
"201001020MIN","2010-01-02","MIN","NJD"
"201001020NSH","2010-01-02","ANA","NSH"
"201001020NSH","2010-01-02","NSH","ANA"
"201001020NYI","2010-01-02","ATL","NYI"
"201001020NYI","2010-01-02","NYI","ATL"
"201001020NYR","2010-01-02","CAR","NYR"
"201001020NYR","2010-01-02","NYR","CAR"
"201001020PHX","2010-01-02","DET","PHX"
"201001020PHX","2010-01-02","PHX","DET"
"201001020SJS","2010-01-02","EDM","SJS"
"201001020SJS","2010-01-02","SJS","EDM"
"201001020STL","2010-01-02","CHI","STL"
"201001020STL","2010-01-02","STL","CHI"
"201001020TBL","2010-01-02","PIT","TBL"
"201001020TBL","2010-01-02","TBL","PIT"
"201001030CHI","2010-01-03","ANA","CHI"
"201001030CHI","2010-01-03","CHI","ANA"
"201001030FLA","2010-01-03","PIT","FLA"
"201001030FLA","2010-01-03","FLA","PIT"
"201001030MTL","2010-01-03","BUF","MTL"
"201001030MTL","2010-01-03","MTL","BUF"
"201001030OTT","2010-01-03","PHI","OTT"
"201001030OTT","2010-01-03","OTT","PHI"
"201001040NYR","2010-01-04","BOS","NYR"
"201001040NYR","2010-01-04","NYR","BOS"
"201001040SJS","2010-01-04","LAK","SJS"
"201001040SJS","2010-01-04","SJS","LAK"
"201001050ANA","2010-01-05","DET","ANA"
"201001050ANA","2010-01-05","ANA","DET"
"201001050CHI","2010-01-05","MIN","CHI"
"201001050CHI","2010-01-05","CHI","MIN"
"201001050EDM","2010-01-05","PHX","EDM"
"201001050EDM","2010-01-05","EDM","PHX"
"201001050NJD","2010-01-05","DAL","NJD"
"201001050NJD","2010-01-05","NJD","DAL"
"201001050NSH","2010-01-05","CGY","NSH"
"201001050NSH","2010-01-05","NSH","CGY"
"201001050OTT","2010-01-05","BOS","OTT"
"201001050OTT","2010-01-05","OTT","BOS"
"201001050PIT","2010-01-05","ATL","PIT"
"201001050PIT","2010-01-05","PIT","ATL"
"201001050TOR","2010-01-05","FLA","TOR"
"201001050TOR","2010-01-05","TOR","FLA"
"201001050VAN","2010-01-05","CBJ","VAN"
"201001050VAN","2010-01-05","VAN","CBJ"
"201001050WSH","2010-01-05","MTL","WSH"
"201001050WSH","2010-01-05","WSH","MTL"
"201001060BUF","2010-01-06","TBL","BUF"
"201001060BUF","2010-01-06","BUF","TBL"
"201001060COL","2010-01-06","NYI","COL"
"201001060COL","2010-01-06","COL","NYI"
"201001060MIN","2010-01-06","CGY","MIN"
"201001060MIN","2010-01-06","MIN","CGY"
"201001060NYR","2010-01-06","DAL","NYR"
"201001060NYR","2010-01-06","NYR","DAL"
"201001060PHI","2010-01-06","TOR","PHI"
"201001060PHI","2010-01-06","PHI","TOR"
"201001060SJS","2010-01-06","STL","SJS"
"201001060SJS","2010-01-06","SJS","STL"
"201001070ANA","2010-01-07","STL","ANA"
"201001070ANA","2010-01-07","ANA","STL"
"201001070ATL","2010-01-07","NYR","ATL"
"201001070ATL","2010-01-07","ATL","NYR"
"201001070BOS","2010-01-07","CHI","BOS"
"201001070BOS","2010-01-07","BOS","CHI"
"201001070EDM","2010-01-07","CBJ","EDM"
"201001070EDM","2010-01-07","EDM","CBJ"
"201001070LAK","2010-01-07","DET","LAK"
"201001070LAK","2010-01-07","LAK","DET"
"201001070MTL","2010-01-07","FLA","MTL"
"201001070MTL","2010-01-07","MTL","FLA"
"201001070NSH","2010-01-07","CAR","NSH"
"201001070NSH","2010-01-07","NSH","CAR"
"201001070PIT","2010-01-07","PHI","PIT"
"201001070PIT","2010-01-07","PIT","PHI"
"201001070VAN","2010-01-07","PHX","VAN"
"201001070VAN","2010-01-07","VAN","PHX"
"201001070WSH","2010-01-07","OTT","WSH"
"201001070WSH","2010-01-07","WSH","OTT"
"201001080BUF","2010-01-08","TOR","BUF"
"201001080BUF","2010-01-08","BUF","TOR"
"201001080CAR","2010-01-08","COL","CAR"
"201001080CAR","2010-01-08","CAR","COL"
"201001080CGY","2010-01-08","CBJ","CGY"
"201001080CGY","2010-01-08","CGY","CBJ"
"201001080DAL","2010-01-08","NYI","DAL"
"201001080DAL","2010-01-08","DAL","NYI"
"201001080NJD","2010-01-08","TBL","NJD"
"201001080NJD","2010-01-08","NJD","TBL"
"201001090ATL","2010-01-09","WSH","ATL"
"201001090ATL","2010-01-09","ATL","WSH"
"201001090BOS","2010-01-09","NYR","BOS"
"201001090BOS","2010-01-09","BOS","NYR"
"201001090BUF","2010-01-09","COL","BUF"
"201001090BUF","2010-01-09","BUF","COL"
"201001090LAK","2010-01-09","STL","LAK"
"201001090LAK","2010-01-09","LAK","STL"
"201001090MIN","2010-01-09","CHI","MIN"
"201001090MIN","2010-01-09","MIN","CHI"
"201001090MTL","2010-01-09","NJD","MTL"
"201001090MTL","2010-01-09","MTL","NJD"
"201001090NSH","2010-01-09","ANA","NSH"
"201001090NSH","2010-01-09","NSH","ANA"
"201001090OTT","2010-01-09","FLA","OTT"
"201001090OTT","2010-01-09","OTT","FLA"
"201001090PHI","2010-01-09","TBL","PHI"
"201001090PHI","2010-01-09","PHI","TBL"
"201001090PHX","2010-01-09","NYI","PHX"
"201001090PHX","2010-01-09","PHX","NYI"
"201001090SJS","2010-01-09","DET","SJS"
"201001090SJS","2010-01-09","SJS","DET"
"201001090TOR","2010-01-09","PIT","TOR"
"201001090TOR","2010-01-09","TOR","PIT"
"201001090VAN","2010-01-09","CGY","VAN"
"201001090VAN","2010-01-09","VAN","CGY"
"201001100CAR","2010-01-10","OTT","CAR"
"201001100CAR","2010-01-10","CAR","OTT"
"201001100CBJ","2010-01-10","DAL","CBJ"
"201001100CBJ","2010-01-10","CBJ","DAL"
"201001100CHI","2010-01-10","ANA","CHI"
"201001100CHI","2010-01-10","CHI","ANA"
"201001110CGY","2010-01-11","COL","CGY"
"201001110CGY","2010-01-11","CGY","COL"
"201001110LAK","2010-01-11","SJS","LAK"
"201001110LAK","2010-01-11","LAK","SJS"
"201001110MIN","2010-01-11","PIT","MIN"
"201001110MIN","2010-01-11","MIN","PIT"
"201001110VAN","2010-01-11","NSH","VAN"
"201001110VAN","2010-01-11","VAN","NSH"
"201001120ATL","2010-01-12","OTT","ATL"
"201001120ATL","2010-01-12","ATL","OTT"
"201001120EDM","2010-01-12","NSH","EDM"
"201001120EDM","2010-01-12","EDM","NSH"
"201001120NYI","2010-01-12","DET","NYI"
"201001120NYI","2010-01-12","NYI","DET"
"201001120NYR","2010-01-12","NJD","NYR"
"201001120NYR","2010-01-12","NYR","NJD"
"201001120PHI","2010-01-12","DAL","PHI"
"201001120PHI","2010-01-12","PHI","DAL"
"201001120PHX","2010-01-12","SJS","PHX"
"201001120PHX","2010-01-12","PHX","SJS"
"201001120STL","2010-01-12","CBJ","STL"
"201001120STL","2010-01-12","STL","CBJ"
"201001120TBL","2010-01-12","WSH","TBL"
"201001120TBL","2010-01-12","TBL","WSH"
"201001120TOR","2010-01-12","CAR","TOR"
"201001120TOR","2010-01-12","TOR","CAR"
"201001130ANA","2010-01-13","BOS","ANA"
"201001130ANA","2010-01-13","ANA","BOS"
"201001130CGY","2010-01-13","PIT","CGY"
"201001130CGY","2010-01-13","CGY","PIT"
"201001130FLA","2010-01-13","WSH","FLA"
"201001130FLA","2010-01-13","FLA","WSH"
"201001130MIN","2010-01-13","VAN","MIN"
"201001130MIN","2010-01-13","MIN","VAN"
"201001140ATL","2010-01-14","BUF","ATL"
"201001140ATL","2010-01-14","ATL","BUF"
"201001140CHI","2010-01-14","CBJ","CHI"
"201001140CHI","2010-01-14","CHI","CBJ"
"201001140DET","2010-01-14","CAR","DET"
"201001140DET","2010-01-14","DET","CAR"
"201001140EDM","2010-01-14","PIT","EDM"
"201001140EDM","2010-01-14","EDM","PIT"
"201001140LAK","2010-01-14","ANA","LAK"
"201001140LAK","2010-01-14","LAK","ANA"
"201001140MTL","2010-01-14","DAL","MTL"
"201001140MTL","2010-01-14","MTL","DAL"
"201001140NYR","2010-01-14","OTT","NYR"
"201001140NYR","2010-01-14","NYR","OTT"
"201001140PHX","2010-01-14","NJD","PHX"
"201001140PHX","2010-01-14","PHX","NJD"
"201001140SJS","2010-01-14","BOS","SJS"
"201001140SJS","2010-01-14","SJS","BOS"
"201001140STL","2010-01-14","MIN","STL"
"201001140STL","2010-01-14","STL","MIN"
"201001140TBL","2010-01-14","FLA","TBL"
"201001140TBL","2010-01-14","TBL","FLA"
"201001140TOR","2010-01-14","PHI","TOR"
"201001140TOR","2010-01-14","TOR","PHI"
"201001150CGY","2010-01-15","NSH","CGY"
"201001150CGY","2010-01-15","CGY","NSH"
"201001150WSH","2010-01-15","TOR","WSH"
"201001150WSH","2010-01-15","WSH","TOR"
"201001160CAR","2010-01-16","ATL","CAR"
"201001160CAR","2010-01-16","CAR","ATL"
"201001160CBJ","2010-01-16","CHI","CBJ"
"201001160CBJ","2010-01-16","CBJ","CHI"
"201001160COL","2010-01-16","NJD","COL"
"201001160COL","2010-01-16","COL","NJD"
"201001160DAL","2010-01-16","DET","DAL"
"201001160DAL","2010-01-16","DAL","DET"
"201001160FLA","2010-01-16","TBL","FLA"
"201001160FLA","2010-01-16","FLA","TBL"
"201001160LAK","2010-01-16","BOS","LAK"
"201001160LAK","2010-01-16","LAK","BOS"
"201001160MTL","2010-01-16","OTT","MTL"
"201001160MTL","2010-01-16","MTL","OTT"
"201001160NYI","2010-01-16","BUF","NYI"
"201001160NYI","2010-01-16","NYI","BUF"
"201001160PHX","2010-01-16","MIN","PHX"
"201001160PHX","2010-01-16","PHX","MIN"
"201001160SJS","2010-01-16","EDM","SJS"
"201001160SJS","2010-01-16","SJS","EDM"
"201001160STL","2010-01-16","NYR","STL"
"201001160STL","2010-01-16","STL","NYR"
"201001160VAN","2010-01-16","PIT","VAN"
"201001160VAN","2010-01-16","VAN","PIT"
"201001170ANA","2010-01-17","CGY","ANA"
"201001170ANA","2010-01-17","ANA","CGY"
"201001170DET","2010-01-17","CHI","DET"
"201001170DET","2010-01-17","DET","CHI"
"201001170NYR","2010-01-17","MTL","NYR"
"201001170NYR","2010-01-17","NYR","MTL"
"201001170WSH","2010-01-17","PHI","WSH"
"201001170WSH","2010-01-17","WSH","PHI"
"201001180BOS","2010-01-18","OTT","BOS"
"201001180BOS","2010-01-18","BOS","OTT"
"201001180CAR","2010-01-18","TBL","CAR"
"201001180CAR","2010-01-18","CAR","TBL"
"201001180CBJ","2010-01-18","STL","CBJ"
"201001180CBJ","2010-01-18","CBJ","STL"
"201001180COL","2010-01-18","EDM","COL"
"201001180COL","2010-01-18","COL","EDM"
"201001180DAL","2010-01-18","MIN","DAL"
"201001180DAL","2010-01-18","DAL","MIN"
"201001180FLA","2010-01-18","ATL","FLA"
"201001180FLA","2010-01-18","FLA","ATL"
"201001180NSH","2010-01-18","TOR","NSH"
"201001180NSH","2010-01-18","NSH","TOR"
"201001180NYI","2010-01-18","NJD","NYI"
"201001180NYI","2010-01-18","NYI","NJD"
"201001180PHX","2010-01-18","BUF","PHX"
"201001180PHX","2010-01-18","PHX","BUF"
"201001180SJS","2010-01-18","CGY","SJS"
"201001180SJS","2010-01-18","SJS","CGY"
"201001190ANA","2010-01-19","BUF","ANA"
"201001190ANA","2010-01-19","ANA","BUF"
"201001190ATL","2010-01-19","TOR","ATL"
"201001190ATL","2010-01-19","ATL","TOR"
"201001190LAK","2010-01-19","SJS","LAK"
"201001190LAK","2010-01-19","LAK","SJS"
"201001190NYR","2010-01-19","TBL","NYR"
"201001190NYR","2010-01-19","NYR","TBL"
"201001190OTT","2010-01-19","CHI","OTT"
"201001190OTT","2010-01-19","OTT","CHI"
"201001190PHI","2010-01-19","CBJ","PHI"
"201001190PHI","2010-01-19","PHI","CBJ"
"201001190PIT","2010-01-19","NYI","PIT"
"201001190PIT","2010-01-19","PIT","NYI"
"201001190WSH","2010-01-19","DET","WSH"
"201001190WSH","2010-01-19","WSH","DET"
"201001200EDM","2010-01-20","VAN","EDM"
"201001200EDM","2010-01-20","EDM","VAN"
"201001200MTL","2010-01-20","STL","MTL"
"201001200MTL","2010-01-20","MTL","STL"
"201001200NJD","2010-01-20","FLA","NJD"
"201001200NJD","2010-01-20","NJD","FLA"
"201001210ATL","2010-01-21","CAR","ATL"
"201001210ATL","2010-01-21","ATL","CAR"
"201001210BOS","2010-01-21","CBJ","BOS"
"201001210BOS","2010-01-21","BOS","CBJ"
"201001210CGY","2010-01-21","CHI","CGY"
"201001210CGY","2010-01-21","CGY","CHI"
"201001210LAK","2010-01-21","BUF","LAK"
"201001210LAK","2010-01-21","LAK","BUF"
"201001210MIN","2010-01-21","DET","MIN"
"201001210MIN","2010-01-21","MIN","DET"
"201001210NYI","2010-01-21","FLA","NYI"
"201001210NYI","2010-01-21","NYI","FLA"
"201001210OTT","2010-01-21","STL","OTT"
"201001210OTT","2010-01-21","OTT","STL"
"201001210PHI","2010-01-21","NYR","PHI"
"201001210PHI","2010-01-21","PHI","NYR"
"201001210PHX","2010-01-21","NSH","PHX"
"201001210PHX","2010-01-21","PHX","NSH"
"201001210PIT","2010-01-21","WSH","PIT"
"201001210PIT","2010-01-21","PIT","WSH"
"201001210SJS","2010-01-21","ANA","SJS"
"201001210SJS","2010-01-21","SJS","ANA"
"201001210TBL","2010-01-21","TOR","TBL"
"201001210TBL","2010-01-21","TBL","TOR"
"201001210VAN","2010-01-21","DAL","VAN"
"201001210VAN","2010-01-21","VAN","DAL"
"201001220COL","2010-01-22","NSH","COL"
"201001220COL","2010-01-22","COL","NSH"
"201001220EDM","2010-01-22","DAL","EDM"
"201001220EDM","2010-01-22","EDM","DAL"
"201001220NJD","2010-01-22","MTL","NJD"
"201001220NJD","2010-01-22","NJD","MTL"
"201001230BOS","2010-01-23","OTT","BOS"
"201001230BOS","2010-01-23","BOS","OTT"
"201001230DET","2010-01-23","LAK","DET"
"201001230DET","2010-01-23","DET","LAK"
"201001230FLA","2010-01-23","TOR","FLA"
"201001230FLA","2010-01-23","FLA","TOR"
"201001230MIN","2010-01-23","CBJ","MIN"
"201001230MIN","2010-01-23","MIN","CBJ"
"201001230MTL","2010-01-23","NYR","MTL"
"201001230MTL","2010-01-23","MTL","NYR"
"201001230NYI","2010-01-23","NJD","NYI"
"201001230NYI","2010-01-23","NYI","NJD"
"201001230PHI","2010-01-23","CAR","PHI"
"201001230PHI","2010-01-23","PHI","CAR"
"201001230SJS","2010-01-23","BUF","SJS"
"201001230SJS","2010-01-23","SJS","BUF"
"201001230STL","2010-01-23","ANA","STL"
"201001230STL","2010-01-23","STL","ANA"
"201001230TBL","2010-01-23","ATL","TBL"
"201001230TBL","2010-01-23","TBL","ATL"
"201001230VAN","2010-01-23","CHI","VAN"
"201001230VAN","2010-01-23","VAN","CHI"
"201001230WSH","2010-01-23","PHX","WSH"
"201001230WSH","2010-01-23","WSH","PHX"
"201001240CAR","2010-01-24","BOS","CAR"
"201001240CAR","2010-01-24","CAR","BOS"
"201001240COL","2010-01-24","DAL","COL"
"201001240COL","2010-01-24","COL","DAL"
"201001240PHI","2010-01-24","PIT","PHI"
"201001240PHI","2010-01-24","PHI","PIT"
"201001250CGY","2010-01-25","STL","CGY"
"201001250CGY","2010-01-25","CGY","STL"
"201001250NYR","2010-01-25","PIT","NYR"
"201001250NYR","2010-01-25","NYR","PIT"
"201001250VAN","2010-01-25","BUF","VAN"
"201001250VAN","2010-01-25","VAN","BUF"
"201001260ATL","2010-01-26","ANA","ATL"
"201001260ATL","2010-01-26","ATL","ANA"
"201001260CBJ","2010-01-26","NSH","CBJ"
"201001260CBJ","2010-01-26","CBJ","NSH"
"201001260DET","2010-01-26","PHX","DET"
"201001260DET","2010-01-26","DET","PHX"
"201001260EDM","2010-01-26","CHI","EDM"
"201001260EDM","2010-01-26","EDM","CHI"
"201001260FLA","2010-01-26","MTL","FLA"
"201001260FLA","2010-01-26","FLA","MTL"
"201001260NYI","2010-01-26","WSH","NYI"
"201001260NYI","2010-01-26","NYI","WSH"
"201001260OTT","2010-01-26","NJD","OTT"
"201001260OTT","2010-01-26","OTT","NJD"
"201001260TOR","2010-01-26","LAK","TOR"
"201001260TOR","2010-01-26","TOR","LAK"
"201001270BUF","2010-01-27","NJD","BUF"
"201001270BUF","2010-01-27","BUF","NJD"
"201001270DAL","2010-01-27","CGY","DAL"
"201001270DAL","2010-01-27","DAL","CGY"
"201001270MIN","2010-01-27","DET","MIN"
"201001270MIN","2010-01-27","MIN","DET"
"201001270NYR","2010-01-27","CAR","NYR"
"201001270NYR","2010-01-27","NYR","CAR"
"201001270TBL","2010-01-27","MTL","TBL"
"201001270TBL","2010-01-27","TBL","MTL"
"201001270VAN","2010-01-27","STL","VAN"
"201001270VAN","2010-01-27","VAN","STL"
"201001270WSH","2010-01-27","ANA","WSH"
"201001270WSH","2010-01-27","WSH","ANA"
"201001280CAR","2010-01-28","NYI","CAR"
"201001280CAR","2010-01-28","CAR","NYI"
"201001280CBJ","2010-01-28","LAK","CBJ"
"201001280CBJ","2010-01-28","CBJ","LAK"
"201001280COL","2010-01-28","MIN","COL"
"201001280COL","2010-01-28","COL","MIN"
"201001280EDM","2010-01-28","STL","EDM"
"201001280EDM","2010-01-28","EDM","STL"
"201001280PHI","2010-01-28","ATL","PHI"
"201001280PHI","2010-01-28","PHI","ATL"
"201001280PHX","2010-01-28","CGY","PHX"
"201001280PHX","2010-01-28","PHX","CGY"
"201001280PIT","2010-01-28","OTT","PIT"
"201001280PIT","2010-01-28","PIT","OTT"
"201001280SJS","2010-01-28","CHI","SJS"
"201001280SJS","2010-01-28","SJS","CHI"
"201001290BUF","2010-01-29","BOS","BUF"
"201001290BUF","2010-01-29","BUF","BOS"
"201001290DAL","2010-01-29","COL","DAL"
"201001290DAL","2010-01-29","DAL","COL"
"201001290DET","2010-01-29","NSH","DET"
"201001290DET","2010-01-29","DET","NSH"
"201001290NJD","2010-01-29","TOR","NJD"
"201001290NJD","2010-01-29","NJD","TOR"
"201001290TBL","2010-01-29","ANA","TBL"
"201001290TBL","2010-01-29","TBL","ANA"
"201001290WSH","2010-01-29","FLA","WSH"
"201001290WSH","2010-01-29","WSH","FLA"
"201001300BOS","2010-01-30","LAK","BOS"
"201001300BOS","2010-01-30","BOS","LAK"
"201001300CAR","2010-01-30","CHI","CAR"
"201001300CAR","2010-01-30","CAR","CHI"
"201001300CGY","2010-01-30","EDM","CGY"
"201001300CGY","2010-01-30","CGY","EDM"
"201001300NSH","2010-01-30","ATL","NSH"
"201001300NSH","2010-01-30","NSH","ATL"
"201001300OTT","2010-01-30","MTL","OTT"
"201001300OTT","2010-01-30","OTT","MTL"
"201001300PHI","2010-01-30","NYI","PHI"
"201001300PHI","2010-01-30","PHI","NYI"
"201001300PHX","2010-01-30","NYR","PHX"
"201001300PHX","2010-01-30","PHX","NYR"
"201001300SJS","2010-01-30","MIN","SJS"
"201001300SJS","2010-01-30","SJS","MIN"
"201001300STL","2010-01-30","CBJ","STL"
"201001300STL","2010-01-30","STL","CBJ"
"201001300TOR","2010-01-30","VAN","TOR"
"201001300TOR","2010-01-30","TOR","VAN"
"201001310COL","2010-01-31","NYR","COL"
"201001310COL","2010-01-31","COL","NYR"
"201001310DAL","2010-01-31","PHX","DAL"
"201001310DAL","2010-01-31","DAL","PHX"
"201001310FLA","2010-01-31","NYI","FLA"
"201001310FLA","2010-01-31","FLA","NYI"
"201001310NJD","2010-01-31","LAK","NJD"
"201001310NJD","2010-01-31","NJD","LAK"
"201001310PIT","2010-01-31","DET","PIT"
"201001310PIT","2010-01-31","PIT","DET"
"201001310WSH","2010-01-31","TBL","WSH"
"201001310WSH","2010-01-31","WSH","TBL"
"201002010CGY","2010-02-01","PHI","CGY"
"201002010CGY","2010-02-01","CGY","PHI"
"201002010EDM","2010-02-01","CAR","EDM"
"201002010EDM","2010-02-01","EDM","CAR"
"201002010FLA","2010-02-01","ANA","FLA"
"201002010FLA","2010-02-01","FLA","ANA"
"201002010PIT","2010-02-01","BUF","PIT"
"201002010PIT","2010-02-01","PIT","BUF"
"201002020ATL","2010-02-02","TBL","ATL"
"201002020ATL","2010-02-02","ATL","TBL"
"201002020BOS","2010-02-02","WSH","BOS"
"201002020BOS","2010-02-02","BOS","WSH"
"201002020COL","2010-02-02","CBJ","COL"
"201002020COL","2010-02-02","COL","CBJ"
"201002020DAL","2010-02-02","MIN","DAL"
"201002020DAL","2010-02-02","DAL","MIN"
"201002020LAK","2010-02-02","NYR","LAK"
"201002020LAK","2010-02-02","LAK","NYR"
"201002020MTL","2010-02-02","VAN","MTL"
"201002020MTL","2010-02-02","MTL","VAN"
"201002020NSH","2010-02-02","PHX","NSH"
"201002020NSH","2010-02-02","NSH","PHX"
"201002020SJS","2010-02-02","DET","SJS"
"201002020SJS","2010-02-02","SJS","DET"
"201002020TOR","2010-02-02","NJD","TOR"
"201002020TOR","2010-02-02","TOR","NJD"
"201002030ANA","2010-02-03","DET","ANA"
"201002030ANA","2010-02-03","ANA","DET"
"201002030BUF","2010-02-03","OTT","BUF"
"201002030BUF","2010-02-03","BUF","OTT"
"201002030CGY","2010-02-03","CAR","CGY"
"201002030CGY","2010-02-03","CGY","CAR"
"201002030CHI","2010-02-03","STL","CHI"
"201002030CHI","2010-02-03","CHI","STL"
"201002030EDM","2010-02-03","PHI","EDM"
"201002030EDM","2010-02-03","EDM","PHI"
"201002040BOS","2010-02-04","MTL","BOS"
"201002040BOS","2010-02-04","BOS","MTL"
"201002040CBJ","2010-02-04","DAL","CBJ"
"201002040CBJ","2010-02-04","CBJ","DAL"
"201002040LAK","2010-02-04","ANA","LAK"
"201002040LAK","2010-02-04","LAK","ANA"
"201002040MIN","2010-02-04","EDM","MIN"
"201002040MIN","2010-02-04","MIN","EDM"
"201002040NSH","2010-02-04","COL","NSH"
"201002040NSH","2010-02-04","NSH","COL"
"201002040NYR","2010-02-04","WSH","NYR"
"201002040NYR","2010-02-04","NYR","WSH"
"201002040OTT","2010-02-04","VAN","OTT"
"201002040OTT","2010-02-04","OTT","VAN"
"201002040STL","2010-02-04","SJS","STL"
"201002040STL","2010-02-04","STL","SJS"
"201002040TBL","2010-02-04","NYI","TBL"
"201002040TBL","2010-02-04","TBL","NYI"
"201002050BUF","2010-02-05","CAR","BUF"
"201002050BUF","2010-02-05","BUF","CAR"
"201002050CHI","2010-02-05","PHX","CHI"
"201002050CHI","2010-02-05","CHI","PHX"
"201002050FLA","2010-02-05","CGY","FLA"
"201002050FLA","2010-02-05","FLA","CGY"
"201002050NJD","2010-02-05","TOR","NJD"
"201002050NJD","2010-02-05","NJD","TOR"
"201002050WSH","2010-02-05","ATL","WSH"
"201002050WSH","2010-02-05","WSH","ATL"
"201002060ATL","2010-02-06","FLA","ATL"
"201002060ATL","2010-02-06","ATL","FLA"
"201002060BOS","2010-02-06","VAN","BOS"
"201002060BOS","2010-02-06","BOS","VAN"
"201002060CBJ","2010-02-06","BUF","CBJ"
"201002060CBJ","2010-02-06","CBJ","BUF"
"201002060COL","2010-02-06","EDM","COL"
"201002060COL","2010-02-06","COL","EDM"
"201002060DAL","2010-02-06","PHX","DAL"
"201002060DAL","2010-02-06","DAL","PHX"
"201002060LAK","2010-02-06","DET","LAK"
"201002060LAK","2010-02-06","LAK","DET"
"201002060MIN","2010-02-06","PHI","MIN"
"201002060MIN","2010-02-06","MIN","PHI"
"201002060MTL","2010-02-06","PIT","MTL"
"201002060MTL","2010-02-06","MTL","PIT"
"201002060NSH","2010-02-06","SJS","NSH"
"201002060NSH","2010-02-06","NSH","SJS"
"201002060NYI","2010-02-06","CAR","NYI"
"201002060NYI","2010-02-06","NYI","CAR"
"201002060NYR","2010-02-06","NJD","NYR"
"201002060NYR","2010-02-06","NYR","NJD"
"201002060STL","2010-02-06","CHI","STL"
"201002060STL","2010-02-06","STL","CHI"
"201002060TBL","2010-02-06","CGY","TBL"
"201002060TBL","2010-02-06","TBL","CGY"
"201002060TOR","2010-02-06","OTT","TOR"
"201002060TOR","2010-02-06","TOR","OTT"
"201002070MTL","2010-02-07","BOS","MTL"
"201002070MTL","2010-02-07","MTL","BOS"
"201002070WSH","2010-02-07","PIT","WSH"
"201002070WSH","2010-02-07","WSH","PIT"
"201002080ANA","2010-02-08","LAK","ANA"
"201002080ANA","2010-02-08","ANA","LAK"
"201002080COL","2010-02-08","STL","COL"
"201002080COL","2010-02-08","COL","STL"
"201002080PHI","2010-02-08","NJD","PHI"
"201002080PHI","2010-02-08","PHI","NJD"
"201002080PHX","2010-02-08","EDM","PHX"
"201002080PHX","2010-02-08","PHX","EDM"
"201002080TOR","2010-02-08","SJS","TOR"
"201002080TOR","2010-02-08","TOR","SJS"
"201002090BUF","2010-02-09","BOS","BUF"
"201002090BUF","2010-02-09","BUF","BOS"
"201002090CAR","2010-02-09","FLA","CAR"
"201002090CAR","2010-02-09","CAR","FLA"
"201002090CHI","2010-02-09","DAL","CHI"
"201002090CHI","2010-02-09","CHI","DAL"
"201002090NYI","2010-02-09","NSH","NYI"
"201002090NYI","2010-02-09","NYI","NSH"
"201002090OTT","2010-02-09","CGY","OTT"
"201002090OTT","2010-02-09","OTT","CGY"
"201002090STL","2010-02-09","DET","STL"
"201002090STL","2010-02-09","STL","DET"
"201002090TBL","2010-02-09","VAN","TBL"
"201002090TBL","2010-02-09","TBL","VAN"
"201002100ANA","2010-02-10","EDM","ANA"
"201002100ANA","2010-02-10","ANA","EDM"
"201002100CBJ","2010-02-10","SJS","CBJ"
"201002100CBJ","2010-02-10","CBJ","SJS"
"201002100COL","2010-02-10","ATL","COL"
"201002100COL","2010-02-10","COL","ATL"
"201002100MIN","2010-02-10","PHX","MIN"
"201002100MIN","2010-02-10","MIN","PHX"
"201002100MTL","2010-02-10","WSH","MTL"
"201002100MTL","2010-02-10","MTL","WSH"
"201002100NJD","2010-02-10","PHI","NJD"
"201002100NJD","2010-02-10","NJD","PHI"
"201002100NYR","2010-02-10","NSH","NYR"
"201002100NYR","2010-02-10","NYR","NSH"
"201002100PIT","2010-02-10","NYI","PIT"
"201002100PIT","2010-02-10","PIT","NYI"
"201002110CAR","2010-02-11","BUF","CAR"
"201002110CAR","2010-02-11","CAR","BUF"
"201002110CGY","2010-02-11","DAL","CGY"
"201002110CGY","2010-02-11","CGY","DAL"
"201002110DET","2010-02-11","SJS","DET"
"201002110DET","2010-02-11","DET","SJS"
"201002110FLA","2010-02-11","VAN","FLA"
"201002110FLA","2010-02-11","FLA","VAN"
"201002110LAK","2010-02-11","EDM","LAK"
"201002110LAK","2010-02-11","LAK","EDM"
"201002110OTT","2010-02-11","WSH","OTT"
"201002110OTT","2010-02-11","OTT","WSH"
"201002110TBL","2010-02-11","BOS","TBL"
"201002110TBL","2010-02-11","TBL","BOS"
"201002120CBJ","2010-02-12","VAN","CBJ"
"201002120CBJ","2010-02-12","CBJ","VAN"
"201002120COL","2010-02-12","PHX","COL"
"201002120COL","2010-02-12","COL","PHX"
"201002120MIN","2010-02-12","ATL","MIN"
"201002120MIN","2010-02-12","MIN","ATL"
"201002120NJD","2010-02-12","NSH","NJD"
"201002120NJD","2010-02-12","NJD","NSH"
