"TEAM_ABBR","OT","Q1","Q2","Q3","SHTOUT","TOTAL_GOALS","OT_ALWD","Q1_ALWD","Q2_ALWD","Q3_ALWD","SHTOUT_ALWD","TOTAL_GOALS_ALWD","HOME_AWAY","SHOOTOUT_FLAG","GAME_DATE","GAME_ID"
"MTL",0,1,1,0,0,2,0,1,1,3,0,5,"A","N","2019-11-19","201911190CBJ"
"CGY",0,0,1,1,0,2,0,2,1,0,0,3,"H","N","2019-11-19","201911190CGY"
"COL",0,2,1,0,0,3,0,0,1,1,0,2,"A","N","2019-11-19","201911190CGY"
"CAR",0,1,2,1,0,4,0,0,0,2,0,2,"A","N","2019-11-19","201911190CHI"
"CHI",0,0,0,2,0,2,0,1,2,1,0,4,"H","N","2019-11-19","201911190CHI"
"DAL",0,1,2,3,0,6,0,0,1,0,0,1,"H","N","2019-11-19","201911190DAL"
"VAN",0,0,1,0,0,1,0,1,2,3,0,6,"A","N","2019-11-19","201911190DAL"
"DET",0,2,0,1,0,3,0,1,3,0,0,4,"H","N","2019-11-19","201911190DET"
"OTT",0,1,3,0,0,4,0,2,0,1,0,3,"A","N","2019-11-19","201911190DET"
"FLA",0,2,2,1,0,5,0,1,1,0,0,2,"H","N","2019-11-19","201911190FLA"
"PHI",0,1,1,0,0,2,0,2,2,1,0,5,"A","N","2019-11-19","201911190FLA"
"BOS",0,2,0,3,0,5,0,0,1,0,0,1,"A","N","2019-11-19","201911190NJD"
"NJD",0,0,1,0,0,1,0,2,0,3,0,5,"H","N","2019-11-19","201911190NJD"
"NSH",0,0,1,0,0,1,0,1,1,0,0,2,"H","N","2019-11-19","201911190NSH"
"WPG",0,1,1,0,0,2,0,0,1,0,0,1,"A","N","2019-11-19","201911190NSH"
"NYI",1,0,2,2,0,5,0,2,1,1,0,4,"A","N","2019-11-19","201911190PIT"
"PIT",0,2,1,1,0,4,1,0,2,2,0,5,"H","N","2019-11-19","201911190PIT"
"EDM",0,3,1,1,0,5,0,1,0,1,0,2,"A","N","2019-11-19","201911190SJS"
"SJS",0,1,0,1,0,2,0,3,1,1,0,5,"H","N","2019-11-19","201911190SJS"
"STL",0,0,1,2,0,3,0,1,0,0,0,1,"H","N","2019-11-19","201911190STL"
"TBL",0,1,0,0,0,1,0,0,1,2,0,3,"A","N","2019-11-19","201911190STL"
"TOR",0,0,0,2,0,2,0,0,1,3,0,4,"A","N","2019-11-19","201911190VEG"
"VEG",0,0,1,3,0,4,0,0,0,2,0,2,"H","N","2019-11-19","201911190VEG"
"MTL",0,0,1,0,0,1,1,0,1,0,0,2,"H","N","2019-11-20","201911200MTL"
"OTT",1,0,1,0,0,2,0,0,1,0,0,1,"A","N","2019-11-20","201911200MTL"
"NYR",0,0,1,3,0,4,0,0,0,1,0,1,"H","N","2019-11-20","201911200NYR"
"WSH",0,0,0,1,0,1,0,0,1,3,0,4,"A","N","2019-11-20","201911200NYR"
"ARI",0,0,0,1,0,1,0,1,1,1,0,3,"H","N","2019-11-21","201911210ARI"
"TOR",0,1,1,1,0,3,0,0,0,1,0,1,"A","N","2019-11-21","201911210ARI"
"BOS",0,1,1,1,0,3,0,1,0,1,0,2,"H","N","2019-11-21","201911210BOS"
"BUF",0,1,0,1,0,2,0,1,1,1,0,3,"A","N","2019-11-21","201911210BOS"
"CAR",0,2,0,1,0,3,0,2,1,2,0,5,"H","N","2019-11-21","201911210CAR"
"PHI",0,2,1,2,0,5,0,2,0,1,0,3,"A","N","2019-11-21","201911210CAR"
"CBJ",0,1,1,3,0,5,0,1,2,1,0,4,"H","N","2019-11-21","201911210CBJ"
"DET",0,1,2,1,0,4,0,1,1,3,0,5,"A","N","2019-11-21","201911210CBJ"
"CHI",0,0,0,2,0,2,0,1,0,3,0,4,"H","N","2019-11-21","201911210CHI"
"TBL",0,1,0,3,0,4,0,0,0,2,0,2,"A","N","2019-11-21","201911210CHI"
"DAL",0,0,3,2,0,5,0,0,1,2,0,3,"H","N","2019-11-21","201911210DAL"
"WPG",0,0,1,2,0,3,0,0,3,2,0,5,"A","N","2019-11-21","201911210DAL"
"ANA",0,1,3,0,0,4,1,0,2,2,0,5,"A","N","2019-11-21","201911210FLA"
"FLA",1,0,2,2,0,5,0,1,3,0,0,4,"H","N","2019-11-21","201911210FLA"
"EDM",0,0,1,0,0,1,0,3,1,1,0,5,"A","N","2019-11-21","201911210LAK"
"LAK",0,3,1,1,0,5,0,0,1,0,0,1,"H","N","2019-11-21","201911210LAK"
"COL",0,0,2,0,0,2,0,0,2,1,0,3,"A","N","2019-11-21","201911210MIN"
"MIN",0,0,2,1,0,3,0,0,2,0,0,2,"H","N","2019-11-21","201911210MIN"
"NSH",0,1,1,1,0,3,0,2,3,1,0,6,"H","N","2019-11-21","201911210NSH"
"VAN",0,2,3,1,0,6,0,1,1,1,0,3,"A","N","2019-11-21","201911210NSH"
"NYI",1,1,1,1,0,4,0,1,1,1,0,3,"H","N","2019-11-21","201911210NYI"
"PIT",0,1,1,1,0,3,1,1,1,1,0,4,"A","N","2019-11-21","201911210NYI"
"CGY",0,0,0,0,0,0,0,1,2,2,0,5,"A","N","2019-11-21","201911210STL"
"STL",0,1,2,2,0,5,0,0,0,0,0,0,"H","N","2019-11-21","201911210STL"
"SJS",1,0,1,0,0,2,0,0,0,1,0,1,"A","N","2019-11-21","201911210VEG"
"VEG",0,0,0,1,0,1,1,0,1,0,0,2,"H","N","2019-11-21","201911210VEG"
"NYR",0,1,0,0,0,1,0,2,2,0,0,4,"A","N","2019-11-22","201911220OTT"
"OTT",0,2,2,0,0,4,0,1,0,0,0,1,"H","N","2019-11-22","201911220OTT"
"NJD",0,0,1,0,0,1,0,1,1,2,0,4,"A","N","2019-11-22","201911220PIT"
"PIT",0,1,1,2,0,4,0,0,1,0,0,1,"H","N","2019-11-22","201911220PIT"
"BOS",1,0,2,2,0,5,0,1,2,1,0,4,"H","N","2019-11-23","201911230BOS"
"MIN",0,1,2,1,0,4,1,0,2,2,0,5,"A","N","2019-11-23","201911230BOS"
"CAR",0,2,1,1,0,4,0,2,0,0,0,2,"H","N","2019-11-23","201911230CAR"
"FLA",0,2,0,0,0,2,0,2,1,1,0,4,"A","N","2019-11-23","201911230CAR"
"COL",0,1,1,1,0,3,0,4,0,1,0,5,"H","N","2019-11-23","201911230COL"
"TOR",0,4,0,1,0,5,0,1,1,1,0,3,"A","N","2019-11-23","201911230COL"
"CHI",0,1,0,0,0,1,0,1,0,0,1,2,"A","Y","2019-11-23","201911230DAL"
"DAL",0,1,0,0,1,2,0,1,0,0,0,1,"H","Y","2019-11-23","201911230DAL"
"ARI",0,1,1,1,0,3,0,0,1,1,0,2,"A","N","2019-11-23","201911230LAK"
"LAK",0,0,1,1,0,2,0,1,1,1,0,3,"H","N","2019-11-23","201911230LAK"
"MTL",0,3,1,1,0,5,0,0,3,3,0,6,"H","N","2019-11-23","201911230MTL"
"NYR",0,0,3,3,0,6,0,3,1,1,0,5,"A","N","2019-11-23","201911230MTL"
"DET",0,0,1,0,0,1,0,0,1,4,0,5,"A","N","2019-11-23","201911230NJD"
"NJD",0,0,1,4,0,5,0,0,1,0,0,1,"H","N","2019-11-23","201911230NJD"
"CGY",0,0,0,2,1,3,0,0,1,1,0,2,"A","Y","2019-11-23","201911230PHI"
"PHI",0,0,1,1,0,2,0,0,0,2,1,3,"H","Y","2019-11-23","201911230PHI"
"NYI",0,0,1,0,0,1,1,0,1,0,0,2,"A","N","2019-11-23","201911230SJS"
"SJS",1,0,1,0,0,2,0,0,1,0,0,1,"H","N","2019-11-23","201911230SJS"
"NSH",0,3,0,1,0,4,0,1,0,1,0,2,"A","N","2019-11-23","201911230STL"
"STL",0,1,0,1,0,2,0,3,0,1,0,4,"H","N","2019-11-23","201911230STL"
"ANA",0,1,1,0,0,2,0,1,3,2,0,6,"A","N","2019-11-23","201911230TBL"
"TBL",0,1,3,2,0,6,0,1,1,0,0,2,"H","N","2019-11-23","201911230TBL"
"EDM",0,2,1,1,0,4,0,1,1,0,0,2,"A","N","2019-11-23","201911230VEG"
"VEG",0,1,1,0,0,2,0,2,1,1,0,4,"H","N","2019-11-23","201911230VEG"
"CBJ",0,1,2,0,0,3,0,1,2,1,0,4,"A","N","2019-11-23","201911230WPG"
"WPG",0,1,2,1,0,4,0,1,2,0,0,3,"H","N","2019-11-23","201911230WPG"
"VAN",0,1,0,0,1,2,0,1,0,0,0,1,"A","Y","2019-11-23","201911230WSH"
"WSH",0,1,0,0,0,1,0,1,0,0,1,2,"H","Y","2019-11-23","201911230WSH"
"ARI",0,1,2,0,0,3,0,1,1,1,1,4,"H","Y","2019-11-24","201911240ARI"
"EDM",0,1,1,1,1,4,0,1,2,0,0,3,"A","Y","2019-11-24","201911240ARI"
"CAR",0,0,1,1,0,2,0,0,0,0,0,0,"A","N","2019-11-24","201911240DET"
"DET",0,0,0,0,0,0,0,0,1,1,0,2,"H","N","2019-11-24","201911240DET"
"BUF",0,2,2,1,0,5,0,0,1,1,0,2,"A","N","2019-11-24","201911240FLA"
"FLA",0,0,1,1,0,2,0,2,2,1,0,5,"H","N","2019-11-24","201911240FLA"
"ANA",0,0,1,2,0,3,0,0,0,0,0,0,"H","N","2019-11-25","201911250ANA"
"NYI",0,0,0,0,0,0,0,0,1,2,0,3,"A","N","2019-11-25","201911250ANA"
"CBJ",0,0,0,1,0,1,0,0,0,0,0,0,"H","N","2019-11-25","201911250CBJ"
"OTT",0,0,0,0,0,0,0,0,0,1,0,1,"A","N","2019-11-25","201911250CBJ"
"DAL",0,2,1,1,0,4,0,0,1,1,0,2,"H","N","2019-11-25","201911250DAL"
"VEG",0,0,1,1,0,2,0,2,1,1,0,4,"A","N","2019-11-25","201911250DAL"
"LAK",0,0,1,2,0,3,1,1,2,0,0,4,"H","N","2019-11-25","201911250LAK"
"SJS",1,1,2,0,0,4,0,0,1,2,0,3,"A","N","2019-11-25","201911250LAK"
"NSH",0,2,0,0,1,3,0,0,1,1,0,2,"H","Y","2019-11-25","201911250NSH"
"STL",0,0,1,1,0,2,0,2,0,0,1,3,"A","Y","2019-11-25","201911250NSH"
"MIN",0,0,1,1,0,2,1,1,0,1,0,3,"A","N","2019-11-25","201911250NYR"
"NYR",1,1,0,1,0,3,0,0,1,1,0,2,"H","N","2019-11-25","201911250NYR"
"PHI",0,0,1,1,0,2,0,1,0,0,0,1,"H","N","2019-11-25","201911250PHI"
"VAN",0,1,0,0,0,1,0,0,1,1,0,2,"A","N","2019-11-25","201911250PHI"
"CGY",0,1,1,0,0,2,1,1,1,0,0,3,"A","N","2019-11-25","201911250PIT"
"PIT",1,1,1,0,0,3,0,1,1,0,0,2,"H","N","2019-11-25","201911250PIT"
"BUF",0,1,1,0,0,2,0,1,2,2,0,5,"A","N","2019-11-25","201911250TBL"
"TBL",0,1,2,2,0,5,0,1,1,0,0,2,"H","N","2019-11-25","201911250TBL"
"CHI",0,1,0,2,0,3,0,0,0,0,0,0,"H","N","2019-11-26","201911260CHI"
"DAL",0,0,0,0,0,0,0,1,0,2,0,3,"A","N","2019-11-26","201911260CHI"
"BOS",0,3,3,2,0,8,0,1,0,0,0,1,"A","N","2019-11-26","201911260MTL"
"MTL",0,1,0,0,0,1,0,3,3,2,0,8,"H","N","2019-11-26","201911260MTL"
"MIN",0,1,1,1,0,3,0,1,1,0,0,2,"A","N","2019-11-26","201911260NJD"
"NJD",0,1,1,0,0,2,0,1,1,1,0,3,"H","N","2019-11-26","201911260NJD"
"ANA",0,1,1,1,0,3,0,2,0,1,1,4,"A","Y","2019-11-27","201911270ARI"
"ARI",0,2,0,1,1,4,0,1,1,1,0,3,"H","Y","2019-11-27","201911270ARI"
"BUF",0,0,1,1,0,2,1,1,0,1,0,3,"H","N","2019-11-27","201911270BUF"
"CGY",1,1,0,1,0,3,0,0,1,1,0,2,"A","N","2019-11-27","201911270BUF"
"CBJ",0,2,0,0,0,2,0,1,2,0,0,3,"H","N","2019-11-27","201911270CBJ"
"PHI",0,1,2,0,0,3,0,2,0,0,0,2,"A","N","2019-11-27","201911270CBJ"
"COL",0,0,1,3,0,4,0,1,0,0,0,1,"H","N","2019-11-27","201911270COL"
"EDM",0,1,0,0,0,1,0,0,1,3,0,4,"A","N","2019-11-27","201911270COL"
"DET",0,0,0,0,0,0,0,3,3,0,0,6,"H","N","2019-11-27","201911270DET"
"TOR",0,3,3,0,0,6,0,0,0,0,0,0,"A","N","2019-11-27","201911270DET"
"LAK",0,1,1,2,0,4,0,1,0,0,0,1,"H","N","2019-11-27","201911270LAK"
"NYI",0,1,0,0,0,1,0,1,1,2,0,4,"A","N","2019-11-27","201911270LAK"
"NSH",0,0,2,1,0,3,1,1,1,1,0,4,"H","N","2019-11-27","201911270NSH"
"VEG",1,1,1,1,0,4,0,0,2,1,0,3,"A","N","2019-11-27","201911270NSH"
"CAR",0,0,2,0,0,2,0,3,0,0,0,3,"A","N","2019-11-27","201911270NYR"
"NYR",0,3,0,0,0,3,0,0,2,0,0,2,"H","N","2019-11-27","201911270NYR"
"BOS",0,0,0,2,0,2,0,0,0,1,0,1,"A","N","2019-11-27","201911270OTT"
"OTT",0,0,0,1,0,1,0,0,0,2,0,2,"H","N","2019-11-27","201911270OTT"
"PIT",0,2,0,6,0,8,0,1,3,2,0,6,"H","N","2019-11-27","201911270PIT"
"VAN",0,1,3,2,0,6,0,2,0,6,0,8,"A","N","2019-11-27","201911270PIT"
"SJS",0,1,0,0,0,1,0,2,2,1,0,5,"H","N","2019-11-27","201911270SJS"
"WPG",0,2,2,1,0,5,0,1,0,0,0,1,"A","N","2019-11-27","201911270SJS"
"STL",0,0,2,2,0,4,0,0,2,1,0,3,"A","N","2019-11-27","201911270TBL"
"TBL",0,0,2,1,0,3,0,0,2,2,0,4,"H","N","2019-11-27","201911270TBL"
"FLA",0,0,2,1,0,3,0,1,1,2,0,4,"A","N","2019-11-27","201911270WSH"
"WSH",0,1,1,2,0,4,0,0,2,1,0,3,"H","N","2019-11-27","201911270WSH"
"MTL",0,1,2,1,0,4,0,2,2,2,0,6,"H","N","2019-11-28","201911280MTL"
"NJD",0,2,2,2,0,6,0,1,2,1,0,4,"A","N","2019-11-28","201911280MTL"
"ANA",0,0,0,0,0,0,0,0,2,1,0,3,"H","N","2019-11-29","201911290ANA"
"WPG",0,0,2,1,0,3,0,0,0,0,0,0,"A","N","2019-11-29","201911290ANA"
"BOS",1,0,1,1,0,3,0,1,1,0,0,2,"H","N","2019-11-29","201911290BOS"
"NYR",0,1,1,0,0,2,1,0,1,1,0,3,"A","N","2019-11-29","201911290BOS"
"BUF",0,0,4,2,0,6,0,1,1,2,0,4,"H","N","2019-11-29","201911290BUF"
"TOR",0,1,1,2,0,4,0,0,4,2,0,6,"A","N","2019-11-29","201911290BUF"
"CAR",0,0,0,0,0,0,0,2,1,0,0,3,"H","N","2019-11-29","201911290CAR"
"NSH",0,2,1,0,0,3,0,0,0,0,0,0,"A","N","2019-11-29","201911290CAR"
"CBJ",0,1,3,1,0,5,0,1,0,1,0,2,"H","N","2019-11-29","201911290CBJ"
"PIT",0,1,0,1,0,2,0,1,3,1,0,5,"A","N","2019-11-29","201911290CBJ"
"CHI",0,1,1,0,0,2,0,3,2,0,0,5,"H","N","2019-11-29","201911290CHI"
"COL",0,3,2,0,0,5,0,1,1,0,0,2,"A","N","2019-11-29","201911290CHI"
"DAL",0,0,0,1,0,1,0,1,0,2,0,3,"H","N","2019-11-29","201911290DAL"
"STL",0,1,0,2,0,3,0,0,0,1,0,1,"A","N","2019-11-29","201911290DAL"
"MIN",0,0,3,4,0,7,0,1,1,0,0,2,"H","N","2019-11-29","201911290MIN"
"OTT",0,1,1,0,0,2,0,0,3,4,0,7,"A","N","2019-11-29","201911290MIN"
"DET",0,1,0,0,0,1,0,2,1,3,0,6,"A","N","2019-11-29","201911290PHI"
"PHI",0,2,1,3,0,6,0,1,0,0,0,1,"H","N","2019-11-29","201911290PHI"
"LAK",0,0,0,1,0,1,0,2,2,0,0,4,"A","N","2019-11-29","201911290SJS"
"SJS",0,2,2,0,0,4,0,0,0,1,0,1,"H","N","2019-11-29","201911290SJS"
"ARI",0,0,1,0,0,1,0,0,1,0,1,2,"A","Y","2019-11-29","201911290VEG"
"VEG",0,0,1,0,1,2,0,0,1,0,0,1,"H","Y","2019-11-29","201911290VEG"
"TBL",0,1,2,0,0,3,1,0,1,2,0,4,"A","N","2019-11-29","201911290WSH"
"WSH",1,0,1,2,0,4,0,1,2,0,0,3,"H","N","2019-11-29","201911290WSH"
"ARI",0,2,0,0,0,2,0,1,2,1,0,4,"H","N","2019-11-30","201911300ARI"
"SJS",0,1,2,1,0,4,0,2,0,0,0,2,"A","N","2019-11-30","201911300ARI"
"CGY",0,1,0,2,0,3,0,0,0,1,0,1,"H","N","2019-11-30","201911300CGY"
"OTT",0,0,0,1,0,1,0,1,0,2,0,3,"A","N","2019-11-30","201911300CGY"
"CHI",0,1,1,1,0,3,0,3,4,0,0,7,"A","N","2019-11-30","201911300COL"
"COL",0,3,4,0,0,7,0,1,1,1,0,3,"H","N","2019-11-30","201911300COL"
"DET",0,1,0,1,0,2,0,0,2,3,0,5,"H","N","2019-11-30","201911300DET"
"WSH",0,0,2,3,0,5,0,1,0,1,0,2,"A","N","2019-11-30","201911300DET"
"EDM",0,1,1,0,0,2,0,2,2,1,0,5,"H","N","2019-11-30","201911300EDM"
"VAN",0,2,2,1,0,5,0,1,1,0,0,2,"A","N","2019-11-30","201911300EDM"
"FLA",0,0,1,2,0,3,0,0,0,0,0,0,"H","N","2019-11-30","201911300FLA"
"NSH",0,0,0,0,0,0,0,0,1,2,0,3,"A","N","2019-11-30","201911300FLA"
"LAK",0,2,0,0,0,2,0,0,0,1,0,1,"H","N","2019-11-30","201911300LAK"
"WPG",0,0,0,1,0,1,0,2,0,0,0,2,"A","N","2019-11-30","201911300LAK"
"MTL",0,1,1,1,0,3,1,0,2,1,0,4,"H","N","2019-11-30","201911300MTL"
"PHI",1,0,2,1,0,4,0,1,1,1,0,3,"A","N","2019-11-30","201911300MTL"
"NJD",0,0,0,0,0,0,0,1,0,3,0,4,"H","N","2019-11-30","201911300NJD"
"NYR",0,1,0,3,0,4,0,0,0,0,0,0,"A","N","2019-11-30","201911300NJD"
"CBJ",0,0,0,0,0,0,0,1,1,0,0,2,"A","N","2019-11-30","201911300NYI"
"NYI",0,1,1,0,0,2,0,0,0,0,0,0,"H","N","2019-11-30","201911300NYI"
"PIT",0,0,1,1,0,2,0,1,1,3,0,5,"A","N","2019-11-30","201911300STL"
"STL",0,1,1,3,0,5,0,0,1,1,0,2,"H","N","2019-11-30","201911300STL"
"CAR",0,3,0,0,0,3,0,0,0,2,0,2,"A","N","2019-11-30","201911300TBL"
"TBL",0,0,0,2,0,2,0,3,0,0,0,3,"H","N","2019-11-30","201911300TBL"
"BUF",0,0,0,1,0,1,1,0,1,0,0,2,"A","N","2019-11-30","201911300TOR"
"TOR",1,0,1,0,0,2,0,0,0,1,0,1,"H","N","2019-11-30","201911300TOR"
"BOS",0,0,0,3,0,3,0,1,0,0,0,1,"H","N","2019-12-01","201912010BOS"
"MTL",0,1,0,0,0,1,0,0,0,3,0,3,"A","N","2019-12-01","201912010BOS"
"DAL",0,0,1,1,0,2,0,0,1,1,1,3,"A","Y","2019-12-01","201912010MIN"
"MIN",0,0,1,1,1,3,0,0,1,1,0,2,"H","Y","2019-12-01","201912010MIN"
"EDM",0,1,1,1,0,3,0,1,1,0,0,2,"A","N","2019-12-01","201912010VAN"
"VAN",0,1,1,0,0,2,0,1,1,1,0,3,"H","N","2019-12-01","201912010VAN"
"ANA",0,2,1,1,0,4,0,0,2,0,0,2,"H","N","2019-12-02","201912020ANA"
"LAK",0,0,2,0,0,2,0,2,1,1,0,4,"A","N","2019-12-02","201912020ANA"
"BUF",0,5,2,0,0,7,0,0,1,0,0,1,"H","N","2019-12-02","201912020BUF"
"NJD",0,0,1,0,0,1,0,5,2,0,0,7,"A","N","2019-12-02","201912020BUF"
"CHI",0,0,0,0,0,0,0,2,0,2,0,4,"H","N","2019-12-02","201912020CHI"
"STL",0,2,0,2,0,4,0,0,0,0,0,0,"A","N","2019-12-02","201912020CHI"
"DET",0,0,1,0,0,1,0,2,1,1,0,4,"H","N","2019-12-02","201912020DET"
"NYI",0,2,1,1,0,4,0,0,1,0,0,1,"A","N","2019-12-02","201912020DET"
"NYR",0,0,1,0,0,1,0,2,2,0,0,4,"H","N","2019-12-02","201912020NYR"
"VEG",0,2,2,0,0,4,0,0,1,0,0,1,"A","N","2019-12-02","201912020NYR"
"BOS",0,0,0,2,0,2,0,0,0,0,0,0,"H","N","2019-12-03","201912030BOS"
"CAR",0,0,0,0,0,0,0,0,0,2,0,2,"A","N","2019-12-03","201912030BOS"
"ARI",0,1,2,1,0,4,0,0,1,1,0,2,"A","N","2019-12-03","201912030CBJ"
"CBJ",0,0,1,1,0,2,0,1,2,1,0,4,"H","N","2019-12-03","201912030CBJ"
"FLA",0,2,0,0,0,2,0,0,2,2,0,4,"H","N","2019-12-03","201912030FLA"
"MIN",0,0,2,2,0,4,0,2,0,0,0,2,"A","N","2019-12-03","201912030FLA"
"MTL",0,1,1,2,0,4,0,0,0,2,0,2,"H","N","2019-12-03","201912030MTL"
"NYI",0,0,0,2,0,2,0,1,1,2,0,4,"A","N","2019-12-03","201912030MTL"
"NJD",0,1,1,1,0,3,0,0,1,3,0,4,"H","N","2019-12-03","201912030NJD"
"VEG",0,0,1,3,0,4,0,1,1,1,0,3,"A","N","2019-12-03","201912030NJD"
"NSH",0,0,1,1,0,2,1,1,1,0,0,3,"H","N","2019-12-03","201912030NSH"
"TBL",1,1,1,0,0,3,0,0,1,1,0,2,"A","N","2019-12-03","201912030NSH"
"PHI",0,0,1,5,0,6,0,0,0,1,0,1,"H","N","2019-12-03","201912030PHI"
"TOR",0,0,0,1,0,1,0,0,1,5,0,6,"A","N","2019-12-03","201912030PHI"
"SJS",0,1,0,1,0,2,0,3,2,0,0,5,"H","N","2019-12-03","201912030SJS"
"WSH",0,3,2,0,0,5,0,1,0,1,0,2,"A","N","2019-12-03","201912030SJS"
"OTT",0,0,1,1,0,2,0,4,0,1,0,5,"A","N","2019-12-03","201912030VAN"
"VAN",0,4,0,1,0,5,0,0,1,1,0,2,"H","N","2019-12-03","201912030VAN"
"DAL",0,0,1,0,0,1,0,1,3,1,0,5,"A","N","2019-12-03","201912030WPG"
"WPG",0,1,3,1,0,5,0,0,1,0,0,1,"H","N","2019-12-03","201912030WPG"
"EDM",0,1,1,0,0,2,0,0,3,2,0,5,"H","N","2019-12-04","201912040EDM"
"OTT",0,0,3,2,0,5,0,1,1,0,0,2,"A","N","2019-12-04","201912040EDM"
"LAK",0,0,0,1,0,1,0,2,0,1,0,3,"H","N","2019-12-04","201912040LAK"
"WSH",0,2,0,1,0,3,0,0,0,1,0,1,"A","N","2019-12-04","201912040LAK"
"PIT",0,1,1,1,0,3,0,0,0,0,0,0,"H","N","2019-12-04","201912040PIT"
"STL",0,0,0,0,0,0,0,1,1,1,0,3,"A","N","2019-12-04","201912040PIT"
"COL",0,0,1,2,0,3,0,0,1,0,0,1,"A","N","2019-12-04","201912040TOR"
"TOR",0,0,1,0,0,1,0,0,1,2,0,3,"H","N","2019-12-04","201912040TOR"
"BOS",0,0,0,3,0,3,1,2,0,1,0,4,"H","N","2019-12-05","201912050BOS"
"CHI",1,2,0,1,0,4,0,0,0,3,0,3,"A","N","2019-12-05","201912050BOS"
"CAR",0,1,1,0,1,3,0,1,1,0,0,2,"H","Y","2019-12-05","201912050CAR"
"SJS",0,1,1,0,0,2,0,1,1,0,1,3,"A","Y","2019-12-05","201912050CAR"
"CBJ",0,1,0,1,0,2,0,1,2,0,0,3,"H","N","2019-12-05","201912050CBJ"
"NYR",0,1,2,0,0,3,0,1,0,1,0,2,"A","N","2019-12-05","201912050CBJ"
"BUF",0,1,0,2,0,3,0,1,2,1,0,4,"A","N","2019-12-05","201912050CGY"
"CGY",0,1,2,1,0,4,0,1,0,2,0,3,"H","N","2019-12-05","201912050CGY"
"DAL",1,1,1,0,0,3,0,0,0,2,0,2,"H","N","2019-12-05","201912050DAL"
"WPG",0,0,0,2,0,2,1,1,1,0,0,3,"A","N","2019-12-05","201912050DAL"
"COL",0,2,1,0,0,3,0,0,1,1,0,2,"A","N","2019-12-05","201912050MTL"
"MTL",0,0,1,1,0,2,0,2,1,0,0,3,"H","N","2019-12-05","201912050MTL"
"NYI",1,0,1,1,0,3,0,0,1,1,0,2,"H","N","2019-12-05","201912050NYI"
"VEG",0,0,1,1,0,2,1,0,1,1,0,3,"A","N","2019-12-05","201912050NYI"
"ARI",0,1,0,2,0,3,0,0,0,1,0,1,"A","N","2019-12-05","201912050PHI"
"PHI",0,0,0,1,0,1,0,1,0,2,0,3,"H","N","2019-12-05","201912050PHI"
"MIN",0,3,1,1,0,5,0,2,1,1,0,4,"A","N","2019-12-05","201912050TBL"
"TBL",0,2,1,1,0,4,0,3,1,1,0,5,"H","N","2019-12-05","201912050TBL"
"ANA",0,0,1,1,0,2,0,1,1,1,0,3,"H","N","2019-12-06","201912060ANA"
"WSH",0,1,1,1,0,3,0,0,1,1,0,2,"A","N","2019-12-06","201912060ANA"
"EDM",0,2,0,0,0,2,0,0,0,1,0,1,"H","N","2019-12-06","201912060EDM"
"LAK",0,0,0,1,0,1,0,2,0,0,0,2,"A","N","2019-12-06","201912060EDM"
"CHI",0,0,1,0,1,2,0,1,0,0,0,1,"A","Y","2019-12-06","201912060NJD"
"NJD",0,1,0,0,0,1,0,0,1,0,1,2,"H","Y","2019-12-06","201912060NJD"
"MTL",0,1,0,1,0,2,0,0,1,0,0,1,"A","N","2019-12-06","201912060NYR"
"NYR",0,0,1,0,0,1,0,1,0,1,0,2,"H","N","2019-12-06","201912060NYR"
"ARI",0,0,0,0,0,0,0,0,0,2,0,2,"A","N","2019-12-06","201912060PIT"
"PIT",0,0,0,2,0,2,0,0,0,0,0,0,"H","N","2019-12-06","201912060PIT"
"BOS",0,1,0,0,0,1,0,1,2,1,0,4,"H","N","2019-12-07","201912070BOS"
"COL",0,1,2,1,0,4,0,1,0,0,0,1,"A","N","2019-12-07","201912070BOS"
"CAR",0,2,2,2,0,6,0,1,1,0,0,2,"H","N","2019-12-07","201912070CAR"
"MIN",0,1,1,0,0,2,0,2,2,2,0,6,"A","N","2019-12-07","201912070CAR"
"CGY",0,1,2,1,0,4,0,2,0,1,0,3,"H","N","2019-12-07","201912070CGY"
"LAK",0,2,0,1,0,3,0,1,2,1,0,4,"A","N","2019-12-07","201912070CGY"
"DAL",0,2,1,0,0,3,0,0,0,1,0,1,"H","N","2019-12-07","201912070DAL"
"NYI",0,0,0,1,0,1,0,2,1,0,0,3,"A","N","2019-12-07","201912070DAL"
"DET",0,0,1,2,0,3,0,2,1,2,0,5,"H","N","2019-12-07","201912070DET"
"PIT",0,2,1,2,0,5,0,0,1,2,0,3,"A","N","2019-12-07","201912070DET"
"CBJ",0,0,0,1,0,1,0,1,1,2,0,4,"A","N","2019-12-07","201912070FLA"
"FLA",0,1,1,2,0,4,0,0,0,1,0,1,"H","N","2019-12-07","201912070FLA"
"NJD",0,2,1,1,0,4,0,2,2,2,0,6,"A","N","2019-12-07","201912070NSH"
"NSH",0,2,2,2,0,6,0,2,1,1,0,4,"H","N","2019-12-07","201912070NSH"
"OTT",0,1,1,1,0,3,0,2,0,2,0,4,"A","N","2019-12-07","201912070PHI"
"PHI",0,2,0,2,0,4,0,1,1,1,0,3,"H","N","2019-12-07","201912070PHI"
"STL",0,1,0,1,0,2,0,4,1,0,0,5,"H","N","2019-12-07","201912070STL"
"TOR",0,4,1,0,0,5,0,1,0,1,0,2,"A","N","2019-12-07","201912070STL"
